Uberstrain,Name,Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.,Source.Niche,Source.Type,Source.Details,Collection.Year,Collection.Month,Collection.Day,Collection.Time,Continent,Country,Region,District,City,Post.Code,Latitude,Longitude,Lab.Contact,Species,Serological.Group,Serotype,EcoR.Cluster,Path.Nonpath,Simple.Patho,Comment,Simple.Disease,Disease,Bio.Project.ID,Project.ID,Sample.ID,Secondary.Sample.ID,Date.Entered,Release.Date,Barcode,Differences,ST,ST.Complex,Lineage,Subspecies,adk,fumC,gyrB,icd,mdh,purA,recA
ESC_VA3927AA,DTU2018-1272-PRJ1147-Escherichia-coli-800202012,ERR4843776;ILLUMINA;Paired;300;ERX4713562;SRA,Livestock,Swine,Sus scrofa domesticus; swine,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578129,ERS5336468,5/13/2021,5/11/2021,ESC_VA3927AA,NA,58,ST155 Cplx,AxB1,NA,6,4,4,16,24,8,14
ESC_VA3928AA,DTU2018-1271-PRJ1147-Escherichia-coli-800202010,ERR4843775;ILLUMINA;Paired;300;ERX4713561;SRA,Livestock,Swine,Sus scrofa domesticus; swine,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578128,ERS5336467,5/13/2021,5/11/2021,ESC_VA3928AA,NA,88,ST23 Cplx,B1,NA,6,4,12,1,20,12,7
ESC_VA3929AA,DTU2018-1270-PRJ1147-Escherichia-coli-800202008,ERR4843774;ILLUMINA;Paired;300;ERX4713560;SRA,Livestock,Swine,Sus scrofa domesticus; swine,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578127,ERS5336466,5/13/2021,5/11/2021,ESC_VA3929AA,NA,88,ST23 Cplx,B1,NA,6,4,12,1,20,12,7
ESC_VA3930AA,DTU2018-1269-PRJ1147-Escherichia-coli-800202006,ERR4843773;ILLUMINA;Paired;300;ERX4713559;SRA,Livestock,Swine,Sus scrofa domesticus; swine,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578126,ERS5336465,5/13/2021,5/11/2021,ESC_VA3930AA,NA,5662,,,NA,203,729,181,212,166,1,73
ESC_VA3931AA,DTU2018-1268-PRJ1147-Escherichia-coli-800202004,ERR4843772;ILLUMINA;Paired;300;ERX4713558;SRA,Livestock,Swine,Sus scrofa domesticus; swine,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578125,ERS5336464,5/13/2021,5/11/2021,ESC_VA3931AA,NA,898,,AxB1,NA,6,8,4,159,9,23,7
ESC_VA3932AA,DTU2018-1267-PRJ1147-Escherichia-coli-800202002,ERR4843771;ILLUMINA;Paired;300;ERX4713557;SRA,Livestock,Swine,Sus scrofa domesticus; swine,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578124,ERS5336463,5/13/2021,5/11/2021,ESC_VA3932AA,NA,567,,B2,NA,13,43,9,37,17,37,25
ESC_VA3933AA,DTU2018-1266-PRJ1147-Escherichia-coli-803303020,ERR4843770;ILLUMINA;Paired;300;ERX4713556;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578123,ERS5336462,5/13/2021,5/11/2021,ESC_VA3933AA,NA,57,ST350 Cplx,AxB1,NA,6,31,5,28,1,1,2
ESC_VA3934AA,DTU2018-1265-PRJ1147-Escherichia-coli-803303018,ERR4843769;ILLUMINA;Paired;300;ERX4713555;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578122,ERS5336461,5/13/2021,5/11/2021,ESC_VA3934AA,NA,648,ST648 Cplx,,NA,92,4,87,96,70,58,2
ESC_VA3935AA,DTU2018-1264-PRJ1147-Escherichia-coli-803303016,ERR4843768;ILLUMINA;Paired;300;ERX4713554;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578121,ERS5336460,5/13/2021,5/11/2021,ESC_VA3935AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA3936AA,DTU2018-1263-PRJ1147-Escherichia-coli-803303014,ERR4843767;ILLUMINA;Paired;300;ERX4713553;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578120,ERS5336459,5/13/2021,5/11/2021,ESC_VA3936AA,NA,57,ST350 Cplx,AxB1,NA,6,31,5,28,1,1,2
ESC_VA3937AA,DTU2018-1262-PRJ1147-Escherichia-coli-803303012,ERR4843766;ILLUMINA;Paired;300;ERX4713552;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578119,ERS5336458,5/13/2021,5/11/2021,ESC_VA3937AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA3938AA,DTU2018-1261-PRJ1147-Escherichia-coli-803303010,ERR4843765;ILLUMINA;Paired;300;ERX4713551;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578118,ERS5336457,5/13/2021,5/11/2021,ESC_VA3938AA,NA,1141,ST10 Cplx,A,NA,10,11,183,8,8,8,2
ESC_VA3939AA,DTU2018-1260-PRJ1147-Escherichia-coli-803303008,ERR4843764;ILLUMINA;Paired;300;ERX4713550;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578117,ERS5336456,5/13/2021,5/11/2021,ESC_VA3939AA,NA,1141,ST10 Cplx,A,NA,10,11,183,8,8,8,2
ESC_VA3940AA,DTU2018-1259-PRJ1147-Escherichia-coli-803303006,ERR4843763;ILLUMINA;Paired;300;ERX4713549;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578116,ERS5336455,5/13/2021,5/11/2021,ESC_VA3940AA,NA,1011,,,NA,6,4,159,44,112,1,17
ESC_VA3941AA,DTU2018-1258-PRJ1147-Escherichia-coli-803303004,ERR4843762;ILLUMINA;Paired;300;ERX4713548;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578115,ERS5336454,5/13/2021,5/11/2021,ESC_VA3941AA,NA,1472,ST349 Cplx,,NA,34,36,4,87,67,16,4
ESC_VA3942AA,DTU2018-1257-PRJ1147-Escherichia-coli-803303002,ERR4843761;ILLUMINA;Paired;300;ERX4713547;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578114,ERS5336453,5/13/2021,5/11/2021,ESC_VA3942AA,NA,1141,ST10 Cplx,A,NA,10,11,183,8,8,8,2
ESC_VA3943AA,DTU2018-1256-PRJ1147-Escherichia-coli-802303020,ERR4843760;ILLUMINA;Paired;300;ERX4713546;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578113,ERS5336452,5/13/2021,5/11/2021,ESC_VA3943AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA3944AA,DTU2018-1255-PRJ1147-Escherichia-coli-802303018,ERR4843759;ILLUMINA;Paired;300;ERX4713545;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578112,ERS5336451,5/13/2021,5/11/2021,ESC_VA3944AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA3945AA,DTU2018-1254-PRJ1147-Escherichia-coli-802303016,ERR4843758;ILLUMINA;Paired;300;ERX4713544;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578111,ERS5336450,5/13/2021,5/11/2021,ESC_VA3945AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA3946AA,DTU2018-1253-PRJ1147-Escherichia-coli-802303014,ERR4843757;ILLUMINA;Paired;300;ERX4713543;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578110,ERS5336449,5/13/2021,5/11/2021,ESC_VA3946AA,NA,1472,ST349 Cplx,,NA,34,36,4,87,67,16,4
ESC_VA3947AA,DTU2018-1252-PRJ1147-Escherichia-coli-802303012,ERR4843756;ILLUMINA;Paired;300;ERX4713542;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578109,ERS5336448,5/13/2021,5/11/2021,ESC_VA3947AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA3948AA,DTU2018-1251-PRJ1147-Escherichia-coli-802303010,ERR4843755;ILLUMINA;Paired;300;ERX4713541;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578108,ERS5336447,5/13/2021,5/11/2021,ESC_VA3948AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA3949AA,DTU2018-1250-PRJ1147-Escherichia-coli-802303008,ERR4843754;ILLUMINA;Paired;300;ERX4713540;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578107,ERS5336446,5/13/2021,5/11/2021,ESC_VA3949AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA3950AA,DTU2018-1249-PRJ1147-Escherichia-coli-802303006,ERR4843753;ILLUMINA;Paired;300;ERX4713539;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578106,ERS5336445,5/13/2021,5/11/2021,ESC_VA3950AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA3951AA,DTU2018-1248-PRJ1147-Escherichia-coli-802303004,ERR4843752;ILLUMINA;Paired;300;ERX4713538;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578105,ERS5336444,5/13/2021,5/11/2021,ESC_VA3951AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA3952AA,DTU2018-1247-PRJ1147-Escherichia-coli-802303002,ERR4843751;ILLUMINA;Paired;300;ERX4713537;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578104,ERS5336443,5/13/2021,5/11/2021,ESC_VA3952AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA3953AA,DTU2018-1246-PRJ1147-Escherichia-coli-801303020,ERR4843750;ILLUMINA;Paired;300;ERX4713536;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578103,ERS5336442,5/13/2021,5/11/2021,ESC_VA3953AA,NA,1286,ST10 Cplx,A,NA,10,174,4,8,8,8,2
ESC_VA3954AA,DTU2018-1245-PRJ1147-Escherichia-coli-801303018,ERR4843749;ILLUMINA;Paired;300;ERX4713535;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578102,ERS5336441,5/13/2021,5/11/2021,ESC_VA3954AA,NA,1011,,,NA,6,4,159,44,112,1,17
ESC_VA3955AA,DTU2018-1244-PRJ1147-Escherichia-coli-801303016,ERR4843748;ILLUMINA;Paired;300;ERX4713534;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578101,ERS5336440,5/13/2021,5/11/2021,ESC_VA3955AA,NA,1551,ST350 Cplx,,NA,6,250,83,28,1,1,2
ESC_VA3956AA,DTU2018-1243-PRJ1147-Escherichia-coli-801303014,ERR4843747;ILLUMINA;Paired;300;ERX4713533;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578100,ERS5336439,5/13/2021,5/11/2021,ESC_VA3956AA,NA,4993,,D,NA,35,3,234,500,5,5,4
ESC_VA3957AA,DTU2018-1242-PRJ1147-Escherichia-coli-801303012,ERR4843746;ILLUMINA;Paired;300;ERX4713532;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578099,ERS5336438,5/13/2021,5/11/2021,ESC_VA3957AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA3958AA,DTU2018-1241-PRJ1147-Escherichia-coli-801303010,ERR4843745;ILLUMINA;Paired;300;ERX4713531;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578098,ERS5336437,5/13/2021,5/11/2021,ESC_VA3958AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA3959AA,DTU2018-1240-PRJ1147-Escherichia-coli-801303008,ERR4843744;ILLUMINA;Paired;300;ERX4713530;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578097,ERS5336436,5/13/2021,5/11/2021,ESC_VA3959AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA3960AA,DTU2018-1239-PRJ1147-Escherichia-coli-801303006,ERR4843743;ILLUMINA;Paired;300;ERX4713529;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578096,ERS5336435,5/13/2021,5/11/2021,ESC_VA3960AA,NA,1551,ST350 Cplx,,NA,6,250,83,28,1,1,2
ESC_VA3961AA,DTU2018-1238-PRJ1147-Escherichia-coli-801303004,ERR4843742;ILLUMINA;Paired;300;ERX4713528;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578095,ERS5336434,5/13/2021,5/11/2021,ESC_VA3961AA,NA,1551,ST350 Cplx,,NA,6,250,83,28,1,1,2
ESC_VA3962AA,DTU2018-1237-PRJ1147-Escherichia-coli-801303002,ERR4843741;ILLUMINA;Paired;300;ERX4713527;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578094,ERS5336433,5/13/2021,5/11/2021,ESC_VA3962AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA3963AA,DTU2018-1236-PRJ1147-Escherichia-coli-801103020,ERR4843740;ILLUMINA;Paired;300;ERX4713526;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578093,ERS5336432,5/13/2021,5/11/2021,ESC_VA3963AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA3964AA,DTU2018-1235-PRJ1147-Escherichia-coli-801103018,ERR4843739;ILLUMINA;Paired;300;ERX4713525;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578092,ERS5336431,5/13/2021,5/11/2021,ESC_VA3964AA,NA,12185,ST10 Cplx,A,NA,10,11,4,8,8,8,775
ESC_VA3965AA,DTU2018-1235-PRJ1147-Escherichia-coli-801103016,ERR4843738;ILLUMINA;Paired;300;ERX4713524;SRA,Poultry,Poultry,Gallus gallus; poultry,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB41365,ERP125130,SAMEA7578091,ERS5336430,5/13/2021,5/11/2021,ESC_VA3965AA,NA,752,ST10 Cplx,A,NA,10,11,4,8,8,8,49
ESC_VA4561AA,2104H72005,traces-0mTSSrO;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2021,4,15,NA,Europe,Denmark,,,,NA,NA,NA,Statens Serum Institut,Escherichia coli,O128:H2/-,,,,,stx1c; stx2b,,,,,,,5/21/2021,5/21/2021,ESC_VA4561AA,NA,4748,,B1,NA,6,6,14,21,117,7,329
ESC_VA8115AA,2106M7272,traces-0GYtuHl;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2021,6,15,NA,Europe,Denmark,,,,NA,NA,NA,Statens Serum Institut,Escherichia coli,O (nt),O174:H2,,Pathogen,VTEC,stx1c,,,,,,,6/29/2021,6/29/2021,ESC_VA8115AA,NA,7032,,AxB1,NA,6,29,3,88,11,8,7
ESC_VA8116AA,2106S19029,traces-0RxmHOR;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,2021,6,10,NA,Europe,Denmark,,,,NA,NA,NA,Statens Serum Institut,Escherichia coli,,O174:H2,,Pathogen,VTEC,stx1a; stx2d,,,,,,,6/29/2021,6/29/2021,ESC_VA8116AA,NA,661,,AxB1,NA,119,150,12,16,24,8,6
ESC_VA8579AA,com_949,SRR11849142;ILLUMINA;Paired;;SRX8399366;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350101,SRS6712149,7/1/2021,6/1/2021,ESC_VA8579AA,NA,59,ST59 Cplx,ABD,NA,27,32,24,29,26,19,22
ESC_VA8580AA,com_931,SRR11849143;ILLUMINA;Paired;;SRX8399365;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350100,SRS6712147,7/1/2021,6/1/2021,ESC_VA8580AA,NA,1406,,D,NA,46,156,2,25,5,16,19
ESC_VA8581AA,com_882,SRR11849144;ILLUMINA;Paired;;SRX8399364;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350099,SRS6712146,7/1/2021,6/1/2021,ESC_VA8581AA,NA,3573,,,NA,54,66,17,27,286,4,4
ESC_VA8583AA,com_789,SRR11849146;ILLUMINA;Paired;;SRX8399362;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350098,SRS6712144,7/1/2021,6/1/2021,ESC_VA8583AA,NA,14,ST14 Cplx,B2,NA,14,14,10,14,17,7,10
ESC_VA8584AA,com_714,SRR11849147;ILLUMINA;Paired;;SRX8399361;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350097,SRS6712143,7/1/2021,6/1/2021,ESC_VA8584AA,NA,34,ST10 Cplx,A,NA,10,11,4,1,8,8,2
ESC_VA8585AA,com_634,SRR11849148;ILLUMINA;Paired;;SRX8399360;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350096,SRS6712142,7/1/2021,6/1/2021,ESC_VA8585AA,NA,95,ST95 Cplx,B2,NA,37,38,19,37,17,11,26
ESC_VA8586AA,com_604,SRR11849149;ILLUMINA;Paired;;SRX8399359;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350095,SRS6712141,7/1/2021,6/1/2021,ESC_VA8586AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA8587AA,com_598,SRR11849150;ILLUMINA;Paired;;SRX8399358;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350094,SRS6712140,7/1/2021,6/1/2021,ESC_VA8587AA,NA,135,,B2,NA,13,39,50,13,16,37,25
ESC_VA8588AA,com_586,SRR11849151;ILLUMINA;Paired;;SRX8399357;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350093,SRS6712139,7/1/2021,6/1/2021,ESC_VA8588AA,NA,73,ST73 Cplx,B2,NA,36,24,9,13,17,11,25
ESC_VA8589AA,com_49,SRR11849152;ILLUMINA;Paired;;SRX8399356;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350092,SRS6712138,7/1/2021,6/1/2021,ESC_VA8589AA,NA,12314,,,NA,6,1198,4,1,9,8,7
